,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
85,"Perelshteyn, Eugene","Carlsen, Magnus",2524,2827,2017.09.24,swiss,0-1,B06,2
86,"Carlsen, Magnus","Stellwagen, Daniel",2581,2512,2004.10.21,,0-1,B19,4
87,"Carlsen, Magnus","Tang, Andrew",2862,2538,2021.02.22,,1-0,C47,73
88,"Carlsen, Magnus","Caruana, Fabiano",2838,2817,2017.04.19,tourn,1/2-1/2,C01,4
89,"Carlsen, Magnus","Duda, Jan-Krzysztof",2851,2769,????.??.??,,1/2-1/2,,1
90,"Carlsen, Magnus","Solak, Dragan",2877,2632,2014.08.11,team-swiss,1-0,A11,9.1
91,"Ivanchuk, Vasyl","Carlsen, Magnus",2678,2864,2022.04.23,team,0-1,A32,1.1
92,"Carlsen, Magnus","Nunn, John D M",2675,2617,2006.08.26,,1-0,B90,7
93,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),0-1,A04,3.35
94,"Riazantsev, Alexander","Carlsen, Magnus",,,2005.06.18,swiss,0-1,E12,13
95,"Carlsen, Magnus","Duda, Jan Krzysztof",2855,2756,????.??.??,,0-1,,1
96,"Carlsen, Magnus","Guseinov, Gadir",2881,2613,2014.06.19,blitz,1-0,A49,2.3
97,"Carlsen, Magnus","Giri, Anish",2876,2773,2015.06.18,,1/2-1/2,B51,3.3
98,"Carlsen, Magnus","Khalifman, Alexander",2581,2669,2005.01.05,tourn,1/2-1/2,B31,9
99,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2882,2764,2019.08.12,rapid,1/2-1/2,D06,9.4
100,"Petrosian, Tigran L","Carlsen, Magnus",2611,2851,2016.06.23,match (blitz),0-1,A07,2
101,"Carlsen, Magnus","Grischuk, Alexander",2847,2776,2021.05.24,,1-0,,8.2
102,"Carlsen, Magnus","Vachier Lagrave, Maxime",2528,2527,2005.09.18,,1-0,B84,3.1
103,"Ding, Liren","Carlsen, Magnus",2791,2863,2020.08.09,,1/2-1/2,B13,1.13
104,"Rahman, Ziaur","Carlsen, Magnus",2510,2786,2008.11.20,team-schev,1/2-1/2,C02,7.13
105,"Carlsen, Magnus","Grischuk, Alexander",2775,2728,2008.08.29,tourn (blitz),0-1,D16,1
106,"Firouzja, Alireza","Carlsen, Magnus",2759,2847,2021.06.26,rapid,1-0,,1.6
107,"Polgar, Judit","Carlsen, Magnus",2682,2826,2010.08.28,,0-1,C67,1
108,"Carlsen, Magnus","Sadorra, Julio Catalino",2857,2560,2016.09.08,,1/2-1/2,C00,6
109,"Zubov, Alexander","Carlsen, Magnus",2597,2835,2018.12.27,swiss (rapid),1-0,E40,7
110,"Caruana, Fabiano","Carlsen, Magnus",2783,2881,2014.04.23,tourn,1-0,C67,4
111,"Carlsen, Magnus","Bu, Xiangzhi",2786,2714,2008.10.30,,1-0,D19,1.2
112,"Carlsen, Magnus","Nakamura, Hikaru",2853,2814,2015.08.31,tourn,1/2-1/2,D37,8
113,"Caruana, Fabiano","Carlsen, Magnus",2835,2863,2020.06.14,,0-1,B30,3.7
114,"Egeland, Marte","Carlsen, Magnus",,2127,2002.01.04,,0-1,B34,1
115,"Aronian, Levon","Carlsen, Magnus",2782,2847,2021.07.11,,0-1,,24.1
116,"Carlsen, Magnus","Nakamura, Hikaru",2863,2736,2020.08.14,,0-1,D39,2.12
117,"Carlsen, Magnus","Le, Quang Liem",2837,2693,2012.07.10,tourn (blitz),1-0,B37,25
118,"Radjabov, Teimour","Carlsen, Magnus",2756,2845,2019.03.31,tourn,1/2-1/2,C55,1
119,"Kayumov, Sergey","Carlsen, Magnus",2434,2450,2003.12.11,,1-0,B92,6
120,"Carlsen, Magnus","A Abusdal, Ivar",2315,,2003.04.12,,1-0,C00,1
121,"Carlsen, Magnus","Shipov, Sergei",2646,2576,2006.06.30,swiss,0-1,C08,7
122,"Mamedov, Rauf","Carlsen, Magnus",2659,2872,2019.12.26,rapid,1/2-1/2,B01,4.1
123,"Carlsen, Magnus","Shuvalova, Polina",2847,2476,2021.04.19,,1-0,A14,1.11
124,"Le, Quang Liem","Carlsen, Magnus",2765,2851,????.??.??,,1/2-1/2,,2
125,"Carlsen, Magnus","Vallejo Pons, Francisco",2843,2697,2012.10.09,,1-0,C01,7
126,"Carlsen, Magnus","Caruana, Fabiano",2821,2711,2011.07.22,swiss,1-0,C45,4
127,"Leko, Peter","Carlsen, Magnus",2753,2733,2008.03.26,,1/2-1/2,B42,10
128,"Bu, Xiangzhi","Carlsen, Magnus",2692,2714,2007.10.17,,1/2-1/2,D12,4
129,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),0-1,D04,3.7
130,"Carlsen, Magnus","Grischuk, Alexander",2853,2771,2015.08.30,tourn,0-1,B92,7
131,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2757,2693,2007.06.30,tourn,1/2-1/2,D38,6
132,"Kabashaj, Agron","Carlsen, Magnus",,2064,2001.04.10,,0-1,A46,5
133,"Carlsen, Magnus","Anand, Viswanathan",2874,2770,2017.12.04,tourn,1/2-1/2,E04,3
134,"Caruana, Fabiano","Carlsen, Magnus",2792,2865,2022.01.29,,0-1,B31,12.1
135,"Vachier Lagrave, Maxime","Carlsen, Magnus",2779,2842,2018.07.23,tourn,0-1,B08,2
136,"Van Wely, Loek","Carlsen, Magnus",2681,2733,2008.??.??,,0-1,A58,10
137,"Carlsen, Magnus","Morozevich, Alexander",2821,2694,2011.07.27,,1/2-1/2,D37,8
138,"Carlsen, Magnus","Vidit, Santosh Gujrathi",,,2017.09.29,,1/2-1/2,A07,7
139,"Carlsen, Magnus","Taylor, Timothy",2450,2385,2003.12.14,tourn,1-0,B76,9
140,"Caruana, Fabiano","Carlsen, Magnus",2835,2863,2020.06.13,,1/2-1/2,C65,3.2
141,"Van Wely, Loek","Carlsen, Magnus",2640,2844,2016.01.21,tourn,0-1,D83,5
142,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2761,2881,2021.04.26,,1/2-1/2,,15.4
143,"Carlsen, Magnus","Esipenko, Andrey",2847,2716,2021.07.25,,1/2-1/2,,37.1
144,"Tang, Andrew","Carlsen, Magnus",2538,2862,2021.02.22,,0-1,E34,18
145,"Nakamura, Hikaru","Carlsen, Magnus",2775,2868,2013.05.10,tourn,1/2-1/2,C28,3
146,"Carlsen, Magnus","Ivanchuk, Vassily",2770,2746,2009.05.15,,1/2-1/2,D11,3
147,"Radjabov, Teimour","Carlsen, Magnus",2728,2675,2006.09.07,blitz,0-1,D38,9
148,"Grischuk, Alexander","Carlsen, Magnus",2750,2832,2017.11.21,k.o. (blitz),1-0,B07,3.21
149,"Carlsen, Magnus","Onischuk, Alena",2710,2650,2007.07.28,,1-0,D43,5
150,"Carlsen, Magnus","Aronian, Levon",2862,2781,2021.02.06,rapid,1-0,D38,2.7
151,"Nakamura, Hikaru","Carlsen, Magnus",2787,2853,2016.10.27,match (blitz),0-1,E46,5
152,"Carlsen, Magnus","Yuffa, Daniil",2834,2504,2015.12.22,swiss,1-0,E62,3
153,"Topalov, Veselin","Carlsen, Magnus",2813,2772,2009.10.05,tourn,1/2-1/2,B33,7
154,"Ivanchuk, Vassily","Carlsen, Magnus",2748,2813,2010.03.13,tourn (rapid),1-0,B97,1
155,"Carlsen, Magnus",Praggnanandhaa R,2851,2685,????.??.??,,0-1,,4
156,"Ekeberg, Carl Fredrik","Carlsen, Magnus",2227,2315,2003.04.17,,0-1,E94,6
157,"Salem, Abdarahim","Carlsen, Magnus",2682,2847,2021.06.26,rapid,0-1,,5.8
158,"Carlsen, Magnus","Giri, Anish",2855,2777,2021.10.01,,1/2-1/2,B51,6.6
159,"Nakamura, Hikaru","Carlsen, Magnus",2736,2863,2020.08.19,,1/2-1/2,C77,2.62
160,"Carlsen, Magnus","Aronian, Levon",2855,2792,2016.06.19,tourn (blitz),1/2-1/2,C55,1
161,"Carlsen, Magnus","Giri, Anish",2832,2771,2017.07.02,tourn (blitz),1/2-1/2,D02,16
162,"Firouzja, Alireza","Carlsen, Magnus",2749,2862,2021.02.27,,1-0,B04,5
163,"Firouzja, Alireza","Carlsen, Magnus",2754,2855,2021.09.07,,1/2-1/2,,2.1
164,"Van Wely, Loek","Carlsen, Magnus",2655,2646,2006.04.28,match (blitz),1-0,E15,1
165,"Carlsen, Magnus","Potkin, Vladimir",2839,2597,2018.10.13,team-swiss,1-0,C54,2.1
166,"Vidit Gujrathi, Santosh","Carlsen, Magnus",2723,2864,2022.03.22,,1/2-1/2,D90,15.6
167,"Carlsen, Magnus","World, Rest Of The",2826,,2010.09.10,,1-0,E62,1
168,"Kramnik, Vladimir","Carlsen, Magnus",2753,2863,2020.07.29,,0-1,B87,9.4
169,"Tang, Andrew","Carlsen, Magnus",2538,2862,2021.02.22,,0-1,D00,60
170,"Carlsen, Magnus","Xiong, Jeffery",2881,2730,2020.06.06,,1-0,,1.1
171,"Carlsen, Magnus","Lie, Kjetil A",2127,2388,2002.04.13,tourn,0-1,B43,3
172,"Carlsen, Magnus","Nepomniachtchi, Ian",2863,2784,2020.08.03,,1-0,B06,2.16
173,"Karjakin, Sergey","Carlsen, Magnus",2743,2865,2022.01.26,,1/2-1/2,C67,10.1
174,"Carlsen, Magnus","Morozevich, Alexander",2837,2770,2012.07.10,blitz,0-1,A13,19
175,"So, Wesley","Carlsen, Magnus",2770,2847,2021.03.21,,0-1,E20,3.21
176,"Carlsen, Magnus","Shirov, Alexei",2733,2755,2008.02.29,tourn,1-0,C78,9
177,"Carlsen, Magnus",NiTe90,2954,3042,2019.03.24,blitz,1/2-1/2,,3.16
178,"Ding, Liren","Carlsen, Magnus",2799,2847,2021.06.28,,1/2-1/2,E01,12.4
179,"Carlsen, Magnus","Wang, Hao",2837,2709,2017.12.29,blitz,1/2-1/2,D02,7.1
180,"Wojtaszek, Radoslaw","Carlsen, Magnus",2687,2847,2021.07.24,,1/2-1/2,,30.1
181,"Carlsen, Magnus","Harald Fyllingen, Roy",2528,2395,2005.07.07,,1-0,C03,7
182,"Guseinov, Gadir","Carlsen, Magnus",2645,2832,2017.10.04,k.o. (blitz),1-0,B01,1.25
183,"Stellwagen, Daniel","Carlsen, Magnus",2524,2553,2005.01.23,tourn,1/2-1/2,B31,8
184,"Anand, Viswanathan","Carlsen, Magnus",2792,2863,2014.11.11,match,1-0,D37,3
185,"Carlsen, Magnus","Rodriguez Vila, Andres",2881,2437,2014.03.07,rapid,1-0,A04,1.1
186,"Carlsen, Magnus","Adly, Ahmed",2625,2473,2006.03.14,,0-1,B90,9
187,"Topalov, Veselin","Carlsen, Magnus",2752,2837,2012.07.10,blitz,0-1,C95,24
188,"Ding, Liren","Carlsen, Magnus",2774,2837,2017.11.14,match (blitz),0-1,E62,2
189,"Carlsen, Magnus","Cheparinov, Ivan",2570,2618,2005.12.05,,1-0,A43,3.4
190,"Jakovenko, Dmitry","Carlsen, Magnus",2736,2801,2009.11.17,,0-1,D22,20
191,"Carlsen, Magnus","Caruana, Fabiano",2855,2804,2016.06.17,tourn (rapid),0-1,C77,4
192,"Caruana, Fabiano","Carlsen, Magnus",2804,2855,2016.06.20,tourn (blitz),0-1,A11,15.4
193,"Carlsen, Magnus","Jobava, Baadur",2625,2614,2006.01.16,tourn,1/2-1/2,E04,3
194,"Melkumyan, Hrant","Carlsen, Magnus",2670,2835,2018.12.27,swiss (rapid),0-1,D31,9
195,"Carlsen, Magnus","Ding, Liren",2870,2801,2019.11.25,blitz,0-1,C85,5.3
196,"Carlsen, Magnus","Le, Quang Liem",2865,2709,2022.02.23,k.o.,1/2-1/2,D39,1.13
197,"Carlsen, Magnus","Nakamura, Hikaru",2863,2736,2020.08.20,,1/2-1/2,A20,2.74
198,"Carlsen, Magnus","Danner, Lambert",2385,2178,????.??.??,,1-0,A80,2.9
199,"Carlsen, Magnus","Nielsen, Peter Heine",2548,2653,2005.06.30,,1-0,C67,12
200,"Tang, Andrew","Carlsen, Magnus",2538,2862,2021.02.22,,0-1,A42,62
201,"Carlsen, Magnus","Alexander Arnold, Trent",2839,,2018.10.08,,1-0,,5.1
202,"Ding, Liren","Carlsen, Magnus",2774,2837,2017.11.14,match (blitz),0-1,A30,4
203,"Anand, Viswanathan","Carlsen, Magnus",2798,2775,2008.08.03,,1-0,B77,1
204,"Nakamura, Hikaru","Carlsen, Magnus",2781,2837,2017.12.08,tourn,1/2-1/2,C45,6
205,"Giri, Anish","Carlsen, Magnus",,,2016.06.12,tourn (rapid),1-0,,15
206,"Aronian, Levon","Carlsen, Magnus",2752,2875,2019.06.05,,0-1,,4.1
207,"Carlsen, Magnus","Pichot, Alan",2876,2590,2019.09.25,blitz,1-0,A02,1.12
208,"Nakamura, Hikaru","Carlsen, Magnus",2736,2863,2020.05.29,,1-0,C65,2.21
209,"So, Wesley","Carlsen, Magnus",2770,2863,2020.05.24,,0-1,C65,1.12
210,"Pichot, Alan","Carlsen, Magnus",2590,2876,2019.09.25,blitz,1-0,B00,1.5
211,"Carlsen, Magnus","Adhiban, Baskaran",2840,2653,2017.01.27,tourn,1/2-1/2,B01,11
212,"Tang, Andrew","Carlsen, Magnus",2538,2862,2021.02.22,,1-0,A00,84
213,"Carlsen, Magnus","Giri, Anish",2881,2731,2020.12.27,,1/2-1/2,,8.6
214,"Carlsen, Magnus","Guseinov, Gadir",2832,2645,2017.10.04,k.o. (blitz),1-0,B20,1.12
215,"Carlsen, Magnus","Navara, David",2786,2633,2008.11.21,,1-0,C84,8
216,"Carlsen, Magnus","Korobov, Anton",2840,2692,2016.12.28,rapid,0-1,D00,11.1
217,"Carlsen, Magnus","Petersen, Soren Boeck",,2235,1993.??.??,,1/2-1/2,C42,?
218,"Caruana, Fabiano","Carlsen, Magnus",2820,2862,2015.01.16,tourn,0-1,B31,6
219,"Carlsen, Magnus","Nyback, Tomi",,,2001.??.??,,1/2-1/2,,?
220,"Carlsen, Magnus","Aronian, Levon",2863,2773,2020.09.18,blitz,1-0,A22,4.4
221,"Carlsen, Magnus","Hjelm, Niclas",2163,2313,2002.07.01,,1-0,C65,8
222,"Carlsen, Magnus","Kasparov, Garry",2484,2831,2004.03.18,rapid,1/2-1/2,D52,1.1
223,"Carlsen, Magnus","Ljubisavljevic, Zivojin Z",2450,2316,2003.11.19,tourn,1-0,B52,5
224,"Carlsen, Magnus",Praggnanandhaa R,2851,2685,????.??.??,,0-1,,4
225,"Nakamura, Hikaru","Carlsen, Magnus",2787,2853,2016.10.27,match (blitz),0-1,E15,3
226,"Carlsen, Magnus","Duda, Jan Krzysztof",2854,2720,????.??.??,,0-1,,5
227,"Carlsen, Magnus","Gudbrandsen, Gustav",2072,,2002.??.??,,1-0,C05,6
228,"Duda, Jan Krzysztof","Carlsen, Magnus",2720,2854,????.??.??,,1-0,,3
229,"Caruana, Fabiano","Carlsen, Magnus",2828,2863,2020.10.12,,1/2-1/2,,13.1
230,"Carlsen, Magnus","Ding, Liren",2837,2774,2017.11.14,match (blitz),1/2-1/2,A25,7
231,"Carlsen, Magnus","Tang, Andrew",2862,2538,2021.02.22,,1-0,D37,21
232,"Carlsen, Magnus","Holm, Kristian Stuvik",2834,2436,2018.01.31,,1-0,A00,3
233,"Carlsen, Magnus","Firouzja, Alireza",2862,2749,2021.02.22,,1-0,B23,3
234,"Kramnik, Vladimir","Carlsen, Magnus",2791,2802,2010.11.16,blitz,0-1,A30,3.1
235,"Caruana, Fabiano","Carlsen, Magnus",2832,2835,2018.11.26,match (rapid),1/2-1/2,B33,12
236,"Aronian, Levon","Carlsen, Magnus",2782,2855,2021.10.03,,1/2-1/2,E60,8.3
237,"Carlsen, Magnus","McShane, Luke J",2581,2629,2004.12.30,tourn,1/2-1/2,E94,4
238,"Carlsen, Magnus","Vladimirovich Krasenko, Michal",2581,2676,2004.11.24,,1/2-1/2,C80,7
239,"Paehtz, Elisabeth","Carlsen, Magnus",2421,2528,2005.09.17,,1/2-1/2,C55,2.2
240,"Topalov, Veselin","Carlsen, Magnus",2783,2690,2007.03.07,tourn,1/2-1/2,A30,12
241,"Carlsen, Magnus","Vachier Lagrave, Maxime",2886,2822,2020.12.11,,1/2-1/2,,3.1
242,"Grischuk, Alexander","Carlsen, Magnus",2716,2765,2008.05.03,tourn,1/2-1/2,D17,11
243,"Grandelius, Nils","Carlsen, Magnus",2670,2847,2021.03.14,,1/2-1/2,B30,6.2
244,"Carlsen, Magnus","Nepomniachtchi, Ian",2881,2778,2020.11.28,schev,1/2-1/2,,19.1
245,"Barth Sahl, Bjarke","Carlsen, Magnus",2364,2673,2006.07.12,,0-1,B32,6
246,"Carlsen, Magnus","Nepomniachtchi, Ian",2842,2798,2021.12.28,rapid,1/2-1/2,,11
247,"Kramnik, Vladimir","Carlsen, Magnus",2791,2802,2010.11.16,,0-1,A14,3.1
248,"Carlsen, Magnus","Kramnik, Vladimir",2872,2810,2013.03.16,,1/2-1/2,A33,2.2
249,"Bluebaum, Matthias","Carlsen, Magnus",2631,2843,2018.04.02,tourn,1/2-1/2,E92,3
250,"Carlsen, Magnus","Georgiadis, Nico",2842,2526,2018.08.01,tourn,1-0,B31,10
251,"Carlsen, Magnus","Anand, Viswanathan",2869,2733,2019.05.25,,1-0,,3.1
252,"Nepomniachtchi, Ian","Carlsen, Magnus",2784,2863,2020.08.03,,1-0,B90,2.13
253,"Vachier Lagrave, Maxime","Carlsen, Magnus",2822,2886,2020.12.11,,1-0,,2.8
254,"Ding, Liren","Carlsen, Magnus",2774,2837,2017.11.14,match (blitz),1/2-1/2,D37,12
255,"Carlsen, Magnus","Aronian, Levon",2872,2775,2019.12.08,,1-0,D02,2.4
256,"Carlsen, Magnus","Wesley, George",2851,2773,2016.07.16,,1-0,C65,4
257,"Carlsen, Magnus","Blikra Vea, Odin",2315,2017,2003.04.16,,1-0,A80,5
258,"Vachier Lagrave, Maxime","Carlsen, Magnus",2822,2886,2020.12.11,,1-0,,3.8
259,"Carlsen, Magnus","Duda, Jan Krzysztof",2847,2738,2021.08.31,rapid,1-0,,3.4
260,"Caruana, Fabiano","Carlsen, Magnus",2811,2865,2015.02.08,tourn,1/2-1/2,C67,6
261,"Carlsen, Magnus","Guseinov, Gadir",2832,2645,2017.10.04,k.o. (blitz),1-0,B20,1.2
262,"Carlsen, Magnus","Aronian, Levon",2881,2778,2021.04.30,,1-0,,16.1
263,"Nyback, Tomi","Carlsen, Magnus",2594,2877,2014.08.03,team-swiss,1/2-1/2,D23,2.1
264,"Sokolov, Ivan","Carlsen, Magnus",2663,2581,2004.11.19,team,1-0,D83,2
265,"Karpov, Anatoly","Carlsen, Magnus",2668,2698,2006.10.27,,1/2-1/2,A39,1
